Intercept y y2s y3s y4s x x2s x3s x4s w w2s w3s w4s quantile type sex
5.7059 1.7240 -1.9265 7.7741 -2.0610 0.3493 -0.0054 0.0068 0.0244 -0.0694 0.2820 -0.4467 0.1515 0.73 dia M
12.6597 1.3459 -1.7148 8.8370 -8.9553 0.3265 -0.0048 0.0144 -0.0045 -0.0650 0.1958 -0.2892 0.0669 0.74 dia M
14.3993 1.3957 -1.9442 11.1527 -15.7051 0.3118 -0.0037 0.0089 -0.0004 -0.0745 0.2201 -0.3286 0.0822 0.75 dia M
17.6818 1.3880 -1.9866 11.7883 -17.7697 0.2899 -0.0031 0.0095 -0.0089 -0.0708 0.1938 -0.2807 0.0560 0.76 dia M
11.9170 1.6817 -2.3045 13.3873 -21.1645 0.3206 -0.0046 0.0186 -0.0278 -0.0691 0.2114 -0.3145 0.0776 0.77 dia M
9.2777 1.6967 -2.2055 11.4045 -13.2029 0.3418 -0.0056 0.0253 -0.0412 -0.0758 0.2487 -0.3832 0.1165 0.78 dia M
5.8584 1.6874 -2.0515 9.5688 -8.1664 0.3719 -0.0073 0.0382 -0.0675 -0.0715 0.2508 -0.3923 0.1289 0.79 dia M
9.3245 1.5374 -1.8954 9.7989 -11.7858 0.3581 -0.0073 0.0413 -0.0754 -0.0630 0.2057 -0.3147 0.0928 0.8 dia M
16.2286 1.2597 -1.7964 11.1013 -18.2966 0.3267 -0.0058 0.0385 -0.0835 -0.0656 0.1577 -0.2201 0.0326 0.81 dia M
15.2268 1.0841 -1.7857 12.1680 -22.5467 0.3504 -0.0059 0.0373 -0.0777 -0.0718 0.1751 -0.2530 0.0528 0.82 dia M
10.4724 1.4733 -2.2295 13.8392 -23.1801 0.3634 -0.0056 0.0276 -0.0497 -0.0848 0.2636 -0.4153 0.1436 0.83 dia M
5.2365 1.5165 -2.1802 12.4214 -17.9441 0.4039 -0.0071 0.0317 -0.0486 -0.0919 0.3179 -0.5147 0.1988 0.84 dia M
10.1259 1.4465 -1.9666 11.6878 -19.1724 0.3722 -0.0063 0.0273 -0.0379 -0.0743 0.2451 -0.3873 0.1349 0.85 dia M
8.7996 1.6042 -2.2123 13.8638 -26.1613 0.3767 -0.0060 0.0209 -0.0216 -0.0624 0.2044 -0.3117 0.0907 0.86 dia M
7.3808 1.9753 -2.5467 14.6551 -24.7762 0.3660 -0.0058 0.0184 -0.0173 -0.0685 0.2633 -0.4213 0.1535 0.87 dia M
8.2409 1.8093 -1.8703 8.5537 -10.4574 0.3742 -0.0080 0.0330 -0.0361 -0.0481 0.1904 -0.2951 0.0924 0.88 dia M
16.3443 1.4613 -1.5844 8.5531 -13.7014 0.3376 -0.0067 0.0280 -0.0305 -0.0421 0.1473 -0.2208 0.0564 0.89 dia M
13.6814 1.7899 -2.0949 11.8906 -20.3017 0.3408 -0.0062 0.0239 -0.0268 -0.0499 0.1898 -0.2958 0.0953 0.9 dia M
-2.2305 2.0458 -2.0636 8.7608 -9.0684 0.4491 -0.0095 0.0277 -0.0118 -0.0522 0.2641 -0.4295 0.1659 0.91 dia M
7.1024 1.4245 -1.2884 5.4006 -5.1633 0.4266 -0.0107 0.0507 -0.0701 -0.0223 0.0801 -0.0982 -0.0105 0.92 dia M
22.5224 1.2411 -1.1587 5.4827 -6.2290 0.3231 -0.0080 0.0497 -0.0852 -0.0350 0.0837 -0.1047 -0.0066 0.93 dia M
7.1688 2.0574 -2.1429 8.7073 -6.9730 0.3913 -0.0079 0.0285 -0.0270 -0.0746 0.3209 -0.5246 0.2072 0.94 dia M
10.9219 1.7121 -1.5447 6.0756 -5.5880 0.3914 -0.0095 0.0458 -0.0634 -0.0340 0.1515 -0.2269 0.0567 0.95 dia M
0.0292 1.3826 -1.5163 7.1831 -10.5716 0.5124 -0.0137 0.0821 -0.1555 -0.0443 0.1613 -0.2416 0.0645 0.96 dia M
-7.4708 1.9240 -1.6304 5.8484 -7.4136 0.5394 -0.0152 0.0752 -0.1166 -0.0193 0.2050 -0.3492 0.1599 0.97 dia M
17.4158 1.6902 -1.3304 3.6898 3.0431 0.3737 -0.0096 0.0478 -0.0772 -0.0183 0.1310 -0.2054 0.0662 0.98 dia M
-2.7250 3.8134 -2.3052 3.5243 8.0191 0.4042 -0.0133 0.0238 0.0586 0.0627 0.0422 -0.0520 -0.0180 0.99 dia M
-7.4855 -1.2252 1.2643 -6.8797 20.4744 0.7114 -0.0066 -0.0667 0.3564 -0.0012 0.5278 -0.6927 0.1388 0.01 sys F
8.4462 -0.9598 0.9046 -5.1098 15.1548 0.5919 -0.0029 -0.0650 0.2495 -0.0030 0.4421 -0.5724 0.0997 0.02 sys F
26.6223 -1.1479 1.2134 -8.4665 28.0408 0.4750 0.0001 -0.0643 0.2062 -0.0230 0.5561 -0.7467 0.1850 0.03 sys F
31.8947 -0.8670 1.1693 -8.2932 26.0849 0.4251 -0.0002 -0.0535 0.1718 -0.0080 0.3954 -0.5402 0.1473 0.04 sys F
30.9472 -1.1288 1.5926 -11.7371 34.5934 0.4578 -0.0019 -0.0341 0.1144 -0.0167 0.6897 -1.0025 0.3867 0.05 sys F
23.1520 -1.1368 1.7510 -13.8556 41.2104 0.5270 -0.0048 -0.0149 0.0623 0.0062 0.4347 -0.6509 0.2798 0.06 sys F
19.3036 -0.9230 1.6566 -14.2294 42.9522 0.5494 -0.0062 -0.0051 0.0555 0.0242 0.1295 -0.1986 0.0876 0.07 sys F
20.0191 -1.0378 1.6928 -13.6476 40.8615 0.5596 -0.0071 0.0146 -0.0300 0.0135 0.1632 -0.2423 0.1013 0.08 sys F
21.6515 -0.9745 1.5964 -13.0096 38.8309 0.5462 -0.0063 0.0087 -0.0183 0.0093 0.2644 -0.3848 0.1477 0.09 sys F
22.6952 -0.8665 1.4799 -11.8203 34.2277 0.5370 -0.0066 0.0176 -0.0648 0.0046 0.3226 -0.4689 0.1811 0.1 sys F
23.1615 -0.8132 1.4422 -11.8893 34.8542 0.5329 -0.0063 0.0130 -0.0367 0.0080 0.3400 -0.5072 0.2171 0.11 sys F
27.9000 -0.8288 1.4257 -11.5803 33.7393 0.4995 -0.0049 0.0013 0.0117 -0.0014 0.4954 -0.7333 0.3051 0.12 sys F
34.8678 -0.8010 1.4290 -11.2835 32.3656 0.4469 -0.0037 -0.0037 0.0274 -0.0004 0.3936 -0.5873 0.2510 0.13 sys F
37.7557 -0.9638 1.5603 -11.5450 31.5671 0.4392 -0.0035 0.0024 -0.0164 -0.0087 0.3950 -0.5750 0.2238 0.14 sys F
39.9509 -1.0185 1.6189 -11.6485 31.0090 0.4284 -0.0032 0.0051 -0.0452 -0.0101 0.3516 -0.5073 0.1906 0.15 sys F
40.8576 -0.9313 1.5386 -11.5031 31.8413 0.4180 -0.0029 0.0019 -0.0291 -0.0081 0.3507 -0.5094 0.1968 0.16 sys F
42.1455 -0.9104 1.5356 -11.4411 31.5567 0.4098 -0.0029 0.0038 -0.0368 -0.0060 0.2848 -0.4155 0.1642 0.17 sys F
44.0009 -1.0103 1.6565 -11.8711 31.8672 0.4038 -0.0026 0.0007 -0.0172 -0.0017 0.1877 -0.2802 0.1211 0.18 sys F
42.9483 -0.9479 1.6532 -12.4439 34.3937 0.4097 -0.0029 0.0023 -0.0231 -0.0003 0.1892 -0.2761 0.1077 0.19 sys F
43.4489 -0.9355 1.5751 -11.4463 30.9525 0.4076 -0.0027 0.0000 -0.0199 0.0013 0.1619 -0.2376 0.0949 0.2 sys F
42.0432 -0.9668 1.5892 -11.2769 29.6658 0.4235 -0.0030 0.0009 -0.0194 0.0051 0.1181 -0.1781 0.0784 0.21 sys F
43.3921 -0.9251 1.5125 -10.6690 27.8566 0.4122 -0.0025 -0.0008 -0.0269 -0.0003 0.1780 -0.2571 0.0962 0.22 sys F
43.1823 -0.9153 1.5502 -11.2058 29.7148 0.4154 -0.0028 0.0025 -0.0386 0.0053 0.0679 -0.0977 0.0352 0.23 sys F
43.5111 -0.8427 1.4724 -10.8634 29.5168 0.4107 -0.0027 0.0019 -0.0416 -0.0023 0.1644 -0.2282 0.0711 0.24 sys F
44.8115 -0.9195 1.5496 -10.7815 27.8384 0.4087 -0.0030 0.0120 -0.0908 -0.0063 0.1451 -0.1957 0.0530 0.25 sys F
45.1153 -0.8419 1.4685 -10.4821 27.7389 0.4040 -0.0030 0.0148 -0.1094 -0.0047 0.1524 -0.2131 0.0715 0.26 sys F
45.0184 -0.9109 1.4637 -9.8769 25.3956 0.4124 -0.0031 0.0163 -0.1196 -0.0095 0.2128 -0.3015 0.1084 0.27 sys F
46.8396 -0.9336 1.4913 -10.0409 25.5791 0.4004 -0.0025 0.0087 -0.0854 -0.0083 0.2070 -0.2945 0.1065 0.28 sys F
46.3627 -1.0691 1.6403 -10.8997 27.3749 0.4156 -0.0030 0.0128 -0.0892 -0.0060 0.1891 -0.2783 0.1168 0.29 sys F
46.0560 -1.0253 1.6174 -10.8914 27.6133 0.4169 -0.0032 0.0134 -0.0831 -0.0015 0.1168 -0.1751 0.0794 0.3 sys F
45.8707 -1.0687 1.6929 -11.5282 29.3823 0.4234 -0.0035 0.0189 -0.1052 -0.0020 0.0549 -0.0766 0.0279 0.31 sys F
46.2250 -1.0493 1.6305 -11.0002 28.2950 0.4212 -0.0032 0.0150 -0.0892 0.0010 0.0192 -0.0279 0.0140 0.32 sys F
49.7043 -1.1168 1.6687 -10.6909 26.5418 0.4005 -0.0027 0.0175 -0.1166 -0.0029 -0.0064 0.0124 -0.0056 0.33 sys F
52.5010 -1.2283 1.7174 -10.2880 24.6009 0.3900 -0.0025 0.0229 -0.1413 -0.0055 -0.0773 0.1151 -0.0428 0.34 sys F
52.6380 -1.2668 1.7982 -10.7251 24.8323 0.3930 -0.0027 0.0233 -0.1352 -0.0037 -0.1218 0.1797 -0.0678 0.35 sys F
52.9451 -1.2987 1.8214 -10.8739 25.4383 0.3952 -0.0028 0.0249 -0.1365 -0.0026 -0.1753 0.2588 -0.1002 0.36 sys F
51.6977 -1.2275 1.7723 -10.6355 24.5465 0.4024 -0.0032 0.0273 -0.1377 0.0023 -0.2334 0.3428 -0.1327 0.37 sys F
51.5803 -1.1856 1.7323 -10.5490 24.7169 0.4027 -0.0033 0.0290 -0.1504 0.0040 -0.2752 0.4081 -0.1658 0.38 sys F
52.5542 -1.1951 1.7357 -10.3953 23.5706 0.3978 -0.0032 0.0312 -0.1661 0.0005 -0.2249 0.3400 -0.1482 0.39 sys F
54.7146 -1.2604 1.8028 -10.7730 24.4075 0.3869 -0.0029 0.0332 -0.1862 -0.0020 -0.2181 0.3306 -0.1449 0.4 sys F
56.7350 -1.1990 1.8011 -11.3328 26.8609 0.3684 -0.0025 0.0319 -0.1874 0.0002 -0.2443 0.3686 -0.1611 0.41 sys F
57.7385 -1.2515 1.8588 -11.3519 25.8098 0.3657 -0.0024 0.0287 -0.1704 -0.0009 -0.2306 0.3502 -0.1567 0.42 sys F
57.7098 -1.2570 1.9037 -11.8077 27.0173 0.3677 -0.0024 0.0271 -0.1572 -0.0012 -0.1965 0.2980 -0.1324 0.43 sys F
58.0736 -1.2363 1.9353 -12.3170 28.6066 0.3643 -0.0024 0.0253 -0.1507 0.0020 -0.1780 0.2641 -0.1092 0.44 sys F
62.0223 -1.2128 1.9237 -12.1570 27.9030 0.3343 -0.0016 0.0242 -0.1555 -0.0004 -0.2100 0.3150 -0.1360 0.45 sys F
62.1221 -1.1404 1.8555 -11.8390 27.3698 0.3308 -0.0017 0.0260 -0.1685 -0.0024 -0.1452 0.2208 -0.0993 0.46 sys F
62.7962 -1.1130 1.8421 -11.7266 26.7715 0.3253 -0.0016 0.0282 -0.1884 -0.0019 -0.1808 0.2766 -0.1276 0.47 sys F
61.7073 -1.2183 1.9323 -12.0462 26.8742 0.3435 -0.0022 0.0321 -0.2009 -0.0018 -0.1943 0.2958 -0.1342 0.48 sys F
61.7636 -1.1885 1.9597 -12.4946 27.9124 0.3420 -0.0022 0.0308 -0.1956 0.0030 -0.2340 0.3493 -0.1490 0.49 sys F
63.7493 -1.2055 1.9600 -12.5069 28.0089 0.3283 -0.0012 0.0195 -0.1595 -0.0020 -0.1708 0.2634 -0.1258 0.5 sys F
62.2586 -1.0770 1.8646 -12.2702 27.8184 0.3328 -0.0012 0.0137 -0.1292 -0.0024 -0.0705 0.1151 -0.0646 0.51 sys F
64.2911 -1.0805 1.8431 -11.8647 26.3816 0.3191 -0.0007 0.0088 -0.1057 -0.0070 -0.0325 0.0621 -0.0471 0.52 sys F
68.9778 -1.2187 1.8880 -11.2553 23.9127 0.2940 0.0003 0.0053 -0.0991 -0.0123 -0.0668 0.1121 -0.0648 0.53 sys F
70.4806 -1.1650 1.8218 -10.7395 22.4622 0.2801 0.0009 0.0001 -0.0853 -0.0136 -0.0702 0.1225 -0.0781 0.54 sys F
70.6109 -1.1182 1.8262 -11.2854 24.8046 0.2768 0.0010 -0.0007 -0.0840 -0.0100 -0.1092 0.1806 -0.1041 0.55 sys F
69.8975 -1.1611 1.8731 -11.7046 26.3452 0.2870 0.0007 0.0018 -0.0954 -0.0067 -0.1524 0.2386 -0.1185 0.56 sys F
69.1910 -1.1401 1.9015 -12.2170 27.9129 0.2928 0.0003 0.0055 -0.1110 -0.0035 -0.2103 0.3262 -0.1586 0.57 sys F
69.9619 -1.1195 1.8816 -11.9235 26.8170 0.2873 0.0005 0.0046 -0.1118 -0.0053 -0.1918 0.3015 -0.1525 0.58 sys F
68.3161 -1.0128 1.7759 -11.6001 26.6764 0.2951 0.0003 0.0028 -0.1008 -0.0022 -0.2321 0.3639 -0.1831 0.59 sys F
68.0555 -0.9162 1.6469 -10.7107 24.2868 0.2927 0.0006 -0.0014 -0.0813 -0.0004 -0.2360 0.3707 -0.1882 0.6 sys F
65.6124 -0.7989 1.5036 -9.8072 21.9786 0.3055 0.0004 -0.0054 -0.0567 -0.0017 -0.1403 0.2328 -0.1369 0.61 sys F
65.1636 -0.7707 1.4570 -9.5828 21.8374 0.3086 0.0005 -0.0086 -0.0391 -0.0024 -0.0941 0.1647 -0.1090 0.62 sys F
66.6766 -0.9130 1.5894 -9.8498 21.1477 0.3073 0.0008 -0.0116 -0.0290 -0.0052 -0.0645 0.1189 -0.0865 0.63 sys F
65.4537 -0.8950 1.5329 -9.3616 19.7235 0.3178 0.0007 -0.0136 -0.0176 -0.0044 -0.0173 0.0444 -0.0479 0.64 sys F
64.8596 -0.9404 1.6229 -9.8355 19.8054 0.3274 0.0002 -0.0077 -0.0396 -0.0060 0.0077 0.0094 -0.0359 0.65 sys F
64.7808 -0.9350 1.5826 -9.3920 18.2771 0.3302 0.0002 -0.0082 -0.0324 -0.0090 0.0629 -0.0712 -0.0032 0.66 sys F
65.5762 -0.9693 1.5580 -8.8330 16.6679 0.3289 0.0003 -0.0090 -0.0304 -0.0092 0.0526 -0.0599 -0.0011 0.67 sys F
64.0451 -1.1203 1.7205 -9.4755 16.9051 0.3537 -0.0007 0.0019 -0.0701 -0.0041 -0.1202 0.1997 -0.1156 0.68 sys F
66.8250 -1.1964 1.8333 -10.0226 17.9273 0.3397 -0.0006 0.0056 -0.0822 -0.0081 -0.1245 0.2047 -0.1138 0.69 sys F
65.6846 -1.2525 1.9018 -10.4590 18.6882 0.3537 -0.0009 0.0036 -0.0660 -0.0057 -0.1130 0.1831 -0.0985 0.7 sys F
65.3052 -1.2617 1.9135 -10.5223 18.7710 0.3604 -0.0013 0.0085 -0.0848 -0.0046 -0.1438 0.2265 -0.1120 0.71 sys F
64.8990 -1.2245 1.8584 -10.1192 17.7416 0.3641 -0.0016 0.0138 -0.1073 -0.0048 -0.1372 0.2161 -0.1063 0.72 sys F
65.3578 -1.2248 1.8289 -9.7674 16.8046 0.3627 -0.0014 0.0124 -0.1066 -0.0057 -0.1576 0.2502 -0.1263 0.73 sys F
64.5514 -1.1783 1.7442 -9.4075 16.9106 0.3687 -0.0013 0.0091 -0.0924 -0.0076 -0.0787 0.1365 -0.0847 0.74 sys F
66.0885 -1.1878 1.7936 -9.5264 16.3425 0.3605 -0.0016 0.0179 -0.1274 -0.0072 -0.1850 0.2994 -0.1608 0.75 sys F
67.3020 -1.1912 1.7250 -8.4639 12.8607 0.3551 -0.0016 0.0212 -0.1358 -0.0076 -0.2055 0.3238 -0.1601 0.76 sys F
69.6151 -1.1726 1.7606 -8.9219 14.4437 0.3387 -0.0015 0.0260 -0.1521 -0.0094 -0.1704 0.2659 -0.1257 0.77 sys F
70.5901 -1.2426 1.8162 -8.9210 13.7988 0.3388 -0.0016 0.0283 -0.1619 -0.0160 -0.0660 0.1157 -0.0690 0.78 sys F
74.0399 -1.3696 1.9736 -9.9705 16.4081 0.3220 -0.0010 0.0261 -0.1607 -0.0211 0.0540 -0.0680 0.0170 0.79 sys F
78.1837 -1.4118 1.9659 -9.2285 13.6521 0.2962 -0.0004 0.0279 -0.1760 -0.0236 0.0265 -0.0350 0.0171 0.8 sys F
77.8733 -1.5496 2.1217 -10.0164 15.0850 0.3117 -0.0013 0.0410 -0.2340 -0.0167 -0.1410 0.2059 -0.0717 0.81 sys F
78.6258 -1.5819 2.1292 -10.2662 16.5876 0.3110 -0.0011 0.0374 -0.2191 -0.0181 -0.0881 0.1294 -0.0440 0.82 sys F
78.1114 -1.6551 2.2258 -11.1197 18.7127 0.3231 -0.0016 0.0421 -0.2369 -0.0174 -0.0626 0.0903 -0.0264 0.83 sys F
79.7562 -1.6836 2.2862 -11.9207 21.9312 0.3146 -0.0013 0.0380 -0.2147 -0.0164 -0.0397 0.0537 -0.0083 0.84 sys F
81.1825 -1.7413 2.3012 -11.7683 21.4169 0.3106 -0.0011 0.0381 -0.2099 -0.0197 0.0394 -0.0700 0.0551 0.85 sys F
82.4317 -1.7326 2.3369 -11.7377 20.8323 0.3043 -0.0014 0.0468 -0.2545 -0.0145 -0.1069 0.1451 -0.0329 0.86 sys F
83.4279 -1.7479 2.3341 -12.1336 23.8773 0.3009 -0.0009 0.0394 -0.2205 -0.0159 -0.0384 0.0390 0.0189 0.87 sys F
87.5318 -1.8801 2.4042 -11.8201 21.5000 0.2804 0.0000 0.0344 -0.2150 -0.0208 -0.0131 0.0053 0.0276 0.88 sys F
91.5471 -1.9424 2.5247 -12.4507 21.7964 0.2576 0.0005 0.0374 -0.2444 -0.0294 -0.0119 0.0227 -0.0100 0.89 sys F
92.4497 -1.8508 2.5523 -13.6421 26.2260 0.2495 -0.0000 0.0494 -0.3050 -0.0184 -0.1813 0.2673 -0.1041 0.9 sys F
92.8328 -1.7523 2.5128 -13.1700 23.6191 0.2436 0.0005 0.0322 -0.2188 -0.0162 -0.1657 0.2435 -0.0938 0.91 sys F
100.3460 -1.9852 2.7015 -12.3340 16.8429 0.2061 0.0016 0.0236 -0.1616 -0.0093 -0.4796 0.6954 -0.2616 0.92 sys F
106.8231 -1.8617 2.4704 -10.3756 11.9940 0.1537 0.0038 0.0071 -0.1169 -0.0192 -0.4992 0.7439 -0.3113 0.93 sys F
111.3953 -1.9833 2.5967 -11.4122 16.0199 0.1324 0.0046 0.0068 -0.1417 -0.0242 -0.6418 0.9712 -0.4310 0.94 sys F
117.6411 -2.0964 2.6981 -11.2572 13.4182 0.0991 0.0053 0.0132 -0.1836 -0.0338 -0.4799 0.7190 -0.3037 0.95 sys F
121.3735 -2.3828 2.9534 -12.2263 14.8292 0.0974 0.0055 0.0085 -0.1487 -0.0205 -0.6271 0.9041 -0.3313 0.96 sys F
115.9126 -2.5317 3.2788 -15.2093 22.0287 0.1601 0.0028 0.0231 -0.1810 0.0006 -0.7258 1.0194 -0.3341 0.97 sys F
125.5877 -1.6743 2.6055 -13.4481 23.2621 0.0405 0.0060 -0.0009 -0.0707 0.0296 -1.1873 1.6794 -0.5743 0.98 sys F
135.6750 -1.8473 2.0605 -8.0487 16.9201 -0.0112 0.0136 -0.0896 0.1678 -0.0337 0.3359 -0.5938 0.4196 0.99 sys F
-15.1614 0.1585 0.7927 -16.2445 64.9588 0.7016 -0.0159 0.0803 -0.1501 0.0109 0.1002 -0.1603 0.0565 0.01 sys M
7.1181 0.1808 0.1658 -8.1838 41.4072 0.5512 -0.0095 0.0540 -0.1228 0.0057 0.0042 0.0299 -0.0661 0.02 sys M
16.6833 -0.0164 0.2766 -6.0204 29.5897 0.5000 -0.0072 0.0370 -0.0808 -0.0092 0.0673 -0.0993 0.0246 0.03 sys M
4.2312 0.3344 0.0389 -4.8857 26.2991 0.5830 -0.0104 0.0473 -0.0885 0.0009 0.0958 -0.1550 0.0586 0.04 sys M
7.5365 -0.0042 0.4065 -5.8405 25.1459 0.5865 -0.0109 0.0523 -0.0938 0.0010 0.0934 -0.1598 0.0738 0.05 sys M
9.1488 -0.3319 0.8441 -9.4288 35.3411 0.6019 -0.0121 0.0661 -0.1243 -0.0028 0.1050 -0.1870 0.0975 0.06 sys M
8.9420 -0.0756 0.7374 -10.0163 38.7888 0.5921 -0.0126 0.0712 -0.1373 0.0130 0.0760 -0.1417 0.0814 0.07 sys M
7.6195 0.0671 0.6085 -8.8982 34.0775 0.5961 -0.0127 0.0706 -0.1365 0.0147 0.0961 -0.1812 0.1062 0.08 sys M
4.7191 0.0248 0.8039 -10.5118 37.6146 0.6241 -0.0140 0.0740 -0.1321 0.0285 0.0747 -0.1503 0.0994 0.09 sys M
-3.7807 0.2569 0.5926 -10.5763 40.4022 0.6754 -0.0144 0.0649 -0.1065 0.0265 0.1273 -0.2395 0.1377 0.1 sys M
-4.3588 0.5128 0.4441 -11.0057 43.9366 0.6643 -0.0141 0.0598 -0.0914 0.0297 0.1526 -0.2899 0.1703 0.11 sys M
0.9793 0.2770 0.5168 -10.2491 40.6962 0.6426 -0.0127 0.0539 -0.0858 0.0133 0.1639 -0.2987 0.1604 0.12 sys M
4.1744 0.2919 0.5211 -10.2719 41.0334 0.6197 -0.0121 0.0528 -0.0869 0.0122 0.1661 -0.3033 0.1633 0.13 sys M
6.8468 0.1938 0.5369 -9.8873 39.8590 0.6088 -0.0115 0.0517 -0.0889 0.0046 0.1768 -0.3210 0.1715 0.14 sys M
11.1461 0.2378 0.3678 -8.1510 35.8557 0.5761 -0.0100 0.0440 -0.0795 -0.0007 0.1778 -0.3210 0.1698 0.15 sys M
12.4221 0.2760 0.2488 -6.8316 31.9031 0.5662 -0.0092 0.0391 -0.0730 -0.0089 0.2003 -0.3583 0.1859 0.16 sys M
10.6386 0.5028 0.0451 -6.0581 30.8189 0.5675 -0.0093 0.0395 -0.0789 -0.0048 0.1885 -0.3309 0.1625 0.17 sys M
11.8950 0.4259 0.0403 -5.1913 27.4155 0.5654 -0.0088 0.0351 -0.0686 -0.0151 0.2160 -0.3783 0.1854 0.18 sys M
15.6199 0.2947 0.1255 -4.8706 25.2474 0.5485 -0.0083 0.0349 -0.0709 -0.0153 0.1958 -0.3402 0.1631 0.19 sys M
19.1961 0.2043 0.1214 -4.0580 22.8341 0.5297 -0.0074 0.0310 -0.0656 -0.0250 0.2093 -0.3615 0.1710 0.2 sys M
24.9014 0.1164 0.1324 -3.0351 18.7307 0.4951 -0.0063 0.0283 -0.0649 -0.0265 0.1862 -0.3184 0.1463 0.21 sys M
27.7411 -0.0002 0.2510 -3.2510 17.9354 0.4835 -0.0062 0.0313 -0.0730 -0.0260 0.1667 -0.2835 0.1289 0.22 sys M
26.5408 -0.0132 0.3133 -3.6487 17.7499 0.4961 -0.0068 0.0361 -0.0837 -0.0188 0.1384 -0.2306 0.0976 0.23 sys M
24.9608 0.0679 0.2933 -3.7963 17.8167 0.5066 -0.0077 0.0430 -0.0991 -0.0102 0.1136 -0.1873 0.0762 0.24 sys M
30.7628 -0.0404 0.3473 -3.5140 16.9902 0.4711 -0.0065 0.0402 -0.0991 -0.0135 0.1043 -0.1720 0.0705 0.25 sys M
32.9166 -0.0712 0.3957 -3.9000 17.9467 0.4584 -0.0062 0.0397 -0.0994 -0.0111 0.0905 -0.1473 0.0576 0.26 sys M
35.8384 -0.1540 0.4647 -4.0996 18.2022 0.4447 -0.0061 0.0445 -0.1155 -0.0116 0.0725 -0.1148 0.0406 0.27 sys M
35.8936 -0.2601 0.5885 -4.4079 17.6393 0.4551 -0.0069 0.0522 -0.1317 -0.0062 0.0420 -0.0594 0.0107 0.28 sys M
35.6599 -0.2948 0.6396 -4.5403 17.3049 0.4616 -0.0074 0.0559 -0.1397 -0.0065 0.0482 -0.0732 0.0217 0.29 sys M
34.2326 -0.3816 0.7322 -4.7950 17.0262 0.4801 -0.0079 0.0573 -0.1393 -0.0049 0.0527 -0.0851 0.0332 0.3 sys M
38.4360 -0.5180 0.8471 -5.2375 18.6249 0.4592 -0.0074 0.0594 -0.1493 -0.0109 0.0578 -0.0961 0.0420 0.31 sys M
37.4759 -0.3108 0.6669 -4.4870 17.3228 0.4543 -0.0072 0.0558 -0.1401 -0.0071 0.0668 -0.1148 0.0546 0.32 sys M
38.2626 -0.2565 0.5950 -3.8813 15.7330 0.4471 -0.0072 0.0565 -0.1436 -0.0047 0.0580 -0.0993 0.0468 0.33 sys M
40.1654 -0.3730 0.7286 -4.6690 17.4341 0.4421 -0.0071 0.0576 -0.1469 -0.0005 0.0365 -0.0612 0.0272 0.34 sys M
42.9794 -0.5548 0.8878 -5.2907 18.8227 0.4348 -0.0069 0.0595 -0.1514 -0.0022 0.0330 -0.0585 0.0309 0.35 sys M
45.6449 -0.6118 0.8823 -5.0487 18.8985 0.4196 -0.0061 0.0555 -0.1462 -0.0051 0.0381 -0.0690 0.0387 0.36 sys M
46.6551 -0.5689 0.8660 -5.0611 19.3856 0.4100 -0.0059 0.0537 -0.1435 -0.0027 0.0390 -0.0728 0.0431 0.37 sys M
47.5003 -0.5697 0.8793 -5.2030 19.8144 0.4057 -0.0059 0.0563 -0.1527 -0.0019 0.0291 -0.0538 0.0314 0.38 sys M
45.4030 -0.5065 0.8608 -5.5153 21.0092 0.4195 -0.0064 0.0585 -0.1569 0.0032 0.0197 -0.0361 0.0204 0.39 sys M
44.8971 -0.3950 0.8017 -5.6222 21.9379 0.4168 -0.0064 0.0554 -0.1470 0.0027 0.0376 -0.0690 0.0382 0.4 sys M
47.5247 -0.4291 0.8436 -5.8317 22.6883 0.3999 -0.0058 0.0527 -0.1421 0.0015 0.0382 -0.0702 0.0389 0.41 sys M
46.4630 -0.3679 0.8717 -6.4206 23.9766 0.4049 -0.0060 0.0518 -0.1372 0.0093 0.0233 -0.0445 0.0258 0.42 sys M
43.9842 -0.1919 0.7920 -6.7209 25.4109 0.4126 -0.0063 0.0508 -0.1325 0.0119 0.0370 -0.0693 0.0383 0.43 sys M
43.2939 -0.2722 0.8627 -7.0319 25.6372 0.4253 -0.0066 0.0520 -0.1346 0.0151 0.0220 -0.0414 0.0222 0.44 sys M
44.9267 -0.3058 0.9029 -7.1291 25.4723 0.4173 -0.0066 0.0540 -0.1396 0.0166 0.0080 -0.0161 0.0087 0.45 sys M
45.3659 -0.1577 0.7596 -6.3854 23.8924 0.4047 -0.0060 0.0477 -0.1258 0.0150 0.0245 -0.0444 0.0212 0.46 sys M
45.5821 -0.0245 0.5923 -5.4731 22.2940 0.3963 -0.0056 0.0460 -0.1251 0.0164 0.0239 -0.0431 0.0201 0.47 sys M
47.1433 -0.0461 0.5910 -5.2852 21.7529 0.3877 -0.0053 0.0449 -0.1222 0.0153 0.0223 -0.0412 0.0208 0.48 sys M
51.4950 -0.1432 0.6440 -5.3385 21.7750 0.3619 -0.0042 0.0417 -0.1223 0.0089 0.0218 -0.0369 0.0143 0.49 sys M
49.2507 -0.0452 0.5634 -5.0092 21.3118 0.3735 -0.0044 0.0403 -0.1176 0.0104 0.0345 -0.0607 0.0278 0.5 sys M
