VISIT,mean_dif_days,max_dif_yr,sd_dif_days
20,7.631217303822938,1.4020000000000001,64.58925288765745
40,16.752723404255317,2.2389999999999994,102.86224004232895
60,5.658872180451129,1.8999999999999995,83.77800720667332
80,-5.581458333333355,0.2159999999999993,25.581592075650814
100,-5.474999999999992,-0.006000000000000227,2.850741131705843
