"VISIT" "mean_dif_days" "max_dif_yr" "sd_dif_days"
"1" 20 6.44560204081633 1.183 60.916694952378
"2" 40 18.0888311688312 2.239 102.231986227284
"3" 60 5.67132575757576 1.9 84.1007636590662
"4" 80 -5.7234027777778 0.215999999999999 25.6626173265073
"5" 100 -4.74499999999996 -0.00600000000000023 3.61331565186309
